UserId,OnboardingCompletionScore,Country,Sex,Age,AccountAgeMonths,ListeningHours,ActiveDays,SkipRate,PlaylistCount,LikedTracks,RecommendationUsageRate,ImportedMusicLibrary,ConvertedToPremium
1008592,82.9,Poland,Male,35,24,0.5,10,0.315,2,9,0.263,0,0
1008593,85.0,France,Male,38,10,13.0,15,0.68,1,12,0.424,0,0
1008594,29.3,Spain,Male,40,42,3.1,8,0.682,2,6,0.084,0,0
1008595,17.7,France,Male,28,42,47.9,22,0.568,3,26,0.231,0,0
1008596,86.3,Poland,Female,46,17,16.6,12,0.266,1,10,0.487,0,0
1008597,53.0,United Kingdom,Female,24,18,8.8,7,0.824,0,10,0.07,0,0
1008598,78.5,Poland,Male,37,18,19.3,13,0.446,2,5,0.473,1,0
1008599,54.7,France,Male,29,37,34.1,21,0.427,3,18,0.449,0,0
1008600,53.6,United Kingdom,Female,50,24,31.3,22,0.416,1,13,0.686,0,0
1008601,45.2,Poland,Male,30,15,16.1,14,0.279,2,7,0.424,0,1
1008602,70.7,United Kingdom,Male,32,12,36.7,20,0.45,1,14,0.286,0,0
1008603,44.0,Spain,Male,35,15,8.7,12,0.55,1,7,0.066,0,0
1008604,58.5,Poland,Male,29,5,15.5,14,0.543,3,8,0.631,0,1
1008605,88.5,Germany,Male,39,12,10.3,11,0.423,0,12,0.695,1,0
1008606,74.0,Brazil,Female,20,17,11.2,8,0.511,2,3,0.126,0,0
1008607,83.6,Germany,Male,23,24,3.0,14,0.455,1,15,0.593,0,0
1008608,34.7,Poland,Female,29,0,24.4,12,0.568,6,13,0.105,0,0
1008609,57.7,Germany,Male,31,37,20.9,14,0.153,2,7,0.148,0,0
1008610,85.8,France,Female,41,28,11.3,14,0.116,3,7,0.258,0,1
1008611,73.7,Poland,Male,37,8,16.4,9,0.702,2,6,0.707,0,0
1008612,76.7,Germany,Female,20,17,12.6,15,0.589,2,9,0.133,0,0
1008613,22.4,United Kingdom,Female,24,13,22.1,16,0.446,7,5,0.06,0,0
1008614,81.3,France,Female,20,5,23.2,9,0.399,6,17,0.236,0,0
1008615,76.9,Germany,Female,45,14,23.2,14,0.534,1,16,0.5,0,0
1008616,56.9,Germany,Male,20,24,21.9,17,0.516,1,12,0.753,0,0
1008617,80.6,Spain,Female,26,26,39.6,22,0.263,2,23,0.622,0,1
1008618,60.8,Germany,Female,22,16,27.8,23,0.104,1,15,0.237,0,0
1008619,25.4,Germany,Female,48,21,22.7,16,0.387,0,7,0.042,1,0
1008620,92.1,Brazil,Male,33,13,57.6,24,0.473,2,28,0.465,0,1
1008621,49.9,Spain,Female,32,11,33.9,16,0.361,4,12,0.136,0,0
1008622,68.4,Germany,Male,25,32,18.9,14,0.398,0,5,0.55,0,0
1008623,73.7,Poland,Female,20,6,30.1,18,0.663,1,13,0.66,0,0
1008624,95.0,Germany,Male,46,29,36.8,23,0.269,3,20,0.553,1,0
1008625,64.5,Poland,Male,42,14,1.3,14,0.617,0,13,0.052,0,1
1008626,84.6,Brazil,Female,38,26,50.9,24,0.72,6,17,0.832,0,1
1008627,72.3,Germany,Female,30,11,19.4,16,0.62,3,13,0.41,0,1
1008628,88.9,United Kingdom,Female,38,4,30.9,20,0.545,1,19,0.323,0,0
1008629,70.2,France,Male,28,46,0.5,9,0.504,0,3,0.414,0,0
1008630,53.8,Spain,Female,38,22,14.6,8,0.646,3,8,0.229,0,0
1008631,19.0,Germany,Male,38,4,0.5,3,0.419,0,9,0.046,0,0
1008632,76.2,United Kingdom,Male,35,36,33.5,18,0.83,3,13,0.291,1,0
1008633,67.3,United Kingdom,Female,32,31,27.4,24,0.246,4,5,0.547,1,1
1008634,44.2,United Kingdom,Female,40,16,8.0,14,0.42,4,3,0.104,0,0
1008635,55.2,United Kingdom,Female,26,7,59.2,28,0.678,8,27,0.902,1,0
1008636,45.0,Spain,Female,43,18,16.4,15,0.64,4,14,0.086,0,0
1008637,85.0,United Kingdom,Female,36,20,48.0,18,0.207,4,19,0.597,1,1
1008638,69.5,United Kingdom,Female,27,28,55.5,28,0.227,5,34,0.797,0,1
1008639,52.3,Brazil,Male,32,14,9.0,7,0.621,1,7,0.099,0,0
1008640,44.8,United Kingdom,Male,43,14,5.4,6,0.464,0,12,0.17,0,0
1008641,38.2,Germany,Female,30,53,12.0,15,0.363,3,9,0.477,0,0
1008642,77.3,Germany,Male,63,21,28.2,19,0.379,4,12,0.242,0,0
1008643,62.9,United Kingdom,Female,51,8,36.4,22,0.35,0,20,0.491,0,1
1008644,74.4,Germany,Female,28,31,20.0,16,0.271,3,11,0.551,0,1
1008645,26.5,France,Male,21,19,0.5,1,0.388,2,5,0.049,0,0
1008646,61.1,Brazil,Female,33,22,0.5,8,0.614,0,4,0.164,0,0
1008647,76.0,Spain,Female,23,8,13.3,9,0.606,2,7,0.243,0,0
1008648,56.9,France,Female,43,10,0.5,8,0.691,4,6,0.38,0,0
1008649,61.8,Poland,Male,46,4,20.4,10,0.427,1,16,0.584,0,1
1008650,98.0,Brazil,Female,32,20,13.8,11,0.646,1,11,0.36,0,0
1008651,42.8,Spain,Female,28,12,9.9,14,0.685,2,14,0.062,0,0
1008652,69.0,Spain,Female,37,35,16.3,19,0.221,3,4,0.133,0,0
1008653,49.3,United Kingdom,Female,41,27,24.7,14,0.182,2,12,0.579,0,1
1008654,62.3,France,Male,31,3,33.3,17,0.556,1,15,0.239,0,0
1008655,40.8,France,Male,24,17,56.7,30,0.21,8,27,0.572,0,0
1008656,34.8,Poland,Female,34,12,10.4,9,0.72,1,13,0.352,0,0
1008657,74.5,France,Male,29,15,4.8,8,0.494,2,15,0.181,0,0
1008658,38.0,Poland,Female,56,17,0.5,10,0.284,4,3,0.125,0,0
1008659,84.6,France,Female,24,40,64.8,30,0.14,11,35,0.818,0,1
1008660,78.6,Germany,Male,45,18,22.9,17,0.295,2,9,0.541,0,0
1008661,68.7,France,Male,28,32,0.5,7,0.467,1,7,0.256,0,0
1008662,78.3,France,Female,41,43,37.8,19,0.307,3,23,0.214,1,0
1008663,58.0,Spain,Female,36,10,45.5,21,0.66,7,18,0.718,1,1
1008664,53.3,United Kingdom,Female,33,18,41.6,21,0.438,3,23,0.775,0,0
1008665,75.5,Brazil,Female,31,11,25.7,14,0.202,1,16,0.849,1,1
1008666,91.6,Germany,Female,21,28,28.1,21,0.516,5,24,0.558,0,0
1008667,66.0,Spain,Male,20,3,50.0,20,0.142,6,27,0.435,0,0
1008668,66.8,Brazil,Male,31,51,23.9,15,0.434,2,11,0.206,0,1
1008669,95.3,United Kingdom,Male,34,14,21.7,15,0.418,1,8,0.16,1,1
1008670,53.7,Germany,Male,38,4,18.6,12,0.295,3,6,0.387,1,0
1008671,74.5,Brazil,Female,57,11,41.7,21,0.216,3,23,0.507,0,1
1008672,35.8,Germany,Female,41,21,0.5,10,0.633,1,13,0.147,0,0
1008673,73.3,United Kingdom,Male,33,6,42.6,22,0.362,2,19,0.36,0,0
1008674,48.4,United Kingdom,Male,24,11,14.6,10,0.577,2,11,0.125,0,0
1008675,79.0,Poland,Female,39,5,9.5,12,0.272,2,5,0.425,0,0
1008676,73.3,Germany,Female,45,11,43.1,22,0.36,7,25,0.494,0,1
1008677,90.2,Germany,Male,28,11,42.5,21,0.176,3,21,0.772,1,1
1008678,64.8,Germany,Male,20,22,35.6,19,0.651,4,15,0.523,0,0
1008679,47.8,Poland,Male,29,26,21.4,16,0.451,4,14,0.154,0,0
1008680,59.1,Poland,Female,41,10,28.5,20,0.114,7,16,0.075,0,0
1008681,93.6,France,Female,28,15,22.4,16,0.392,2,14,0.426,1,1
1008682,79.8,Brazil,Female,31,6,26.9,16,0.32,1,10,0.724,0,0
1008683,83.2,United Kingdom,Male,36,11,41.4,21,0.234,4,18,0.487,0,0
1008684,75.1,Brazil,Female,21,7,63.8,28,0.065,4,21,0.66,0,1
1008685,89.5,Poland,Male,21,28,15.0,12,0.276,2,10,0.067,0,0
1008686,71.2,Germany,Male,31,42,34.2,19,0.466,5,20,0.542,0,1
1008687,75.3,Brazil,Female,39,25,50.0,20,0.087,4,22,0.28,0,1
1008688,89.3,Germany,Female,20,3,19.5,24,0.298,1,14,0.092,0,1
1008689,38.2,Poland,Male,34,33,25.0,16,0.342,4,11,0.255,0,1
1008690,46.7,Brazil,Male,41,28,41.9,21,0.265,6,21,0.525,0,1
1008691,82.7,France,Female,59,11,20.1,14,0.556,2,11,0.809,0,0
1008692,91.6,France,Male,37,27,25.9,12,0.409,0,6,0.734,0,0
1008693,67.7,Germany,Male,23,10,23.7,8,0.173,5,11,0.19,0,0
1008694,66.0,France,Female,56,7,35.6,19,0.175,2,10,0.508,0,0
1008695,80.7,Spain,Female,35,7,58.4,28,0.261,6,31,0.535,0,0
1008696,79.8,Germany,Female,39,24,42.7,21,0.397,0,22,0.533,1,0
1008697,65.4,France,Female,22,18,21.8,14,0.3,4,11,0.439,0,0
1008698,34.5,Poland,Female,31,21,20.8,14,0.86,0,11,0.623,0,0
1008699,50.4,Spain,Male,20,35,4.8,7,0.763,1,6,0.156,0,0
1008700,82.6,France,Male,34,13,47.2,19,0.133,1,19,0.63,1,0
1008701,65.5,Spain,Male,39,18,10.3,10,0.218,2,11,0.38,0,0
1008702,83.4,Poland,Male,34,10,40.0,20,0.541,1,7,0.469,1,0
1008703,74.2,Poland,Female,30,12,45.6,26,0.391,8,20,0.619,0,1
1008704,63.6,France,Female,34,32,17.2,17,0.35,0,12,0.617,0,0
1008705,57.2,Brazil,Female,52,19,18.4,20,0.378,2,24,0.115,0,0
1008706,58.6,Germany,Female,43,62,20.8,15,0.072,6,15,0.596,0,0
1008707,38.7,France,Female,24,31,12.3,13,0.738,3,13,0.182,1,0
1008708,73.3,Poland,Male,58,6,0.5,9,0.297,1,6,0.548,0,0
1008709,94.7,Germany,Female,38,6,32.0,19,0.309,0,16,0.944,1,0
1008710,49.8,Germany,Male,20,12,32.1,19,0.38,5,10,0.485,0,0
1008711,95.7,Poland,Female,25,35,42.6,23,0.435,2,22,0.701,0,0
1008712,60.8,Poland,Female,28,12,0.5,1,0.577,0,4,0.073,0,0
1008713,72.1,Poland,Male,40,45,3.1,10,0.321,2,7,0.546,0,0
1008714,76.8,Brazil,Female,20,16,44.5,20,0.733,2,25,0.509,0,1
1008715,80.5,Spain,Male,20,5,33.0,16,0.622,3,14,0.373,0,0
1008716,38.9,Poland,Male,48,21,0.5,7,0.864,2,3,0.229,0,0
1008717,87.1,Spain,Male,23,19,29.3,19,0.231,6,15,0.507,0,1
1008718,50.4,Spain,Male,41,8,27.6,15,0.396,2,15,0.07,0,0
1008719,54.1,Germany,Male,41,15,18.2,10,0.399,2,15,0.146,0,0
1008720,42.1,Brazil,Female,22,9,18.6,15,0.552,4,10,0.292,0,0
1008721,80.8,United Kingdom,Male,31,8,8.4,13,0.638,1,11,0.261,0,0
1008722,73.3,Brazil,Female,20,31,36.2,19,0.247,1,22,0.644,0,0
1008723,81.1,United Kingdom,Male,36,15,42.4,29,0.134,7,27,0.556,1,0
1008724,39.6,United Kingdom,Male,42,9,0.5,4,0.379,1,8,0.255,0,0
1008725,54.5,France,Male,50,30,0.5,5,0.83,1,6,0.271,0,0
1008726,71.1,Spain,Male,28,5,0.5,7,0.682,0,9,0.575,0,0
1008727,91.6,United Kingdom,Male,31,34,20.6,19,0.303,3,12,0.309,0,0
1008728,48.2,United Kingdom,Female,44,23,36.6,16,0.294,4,23,0.446,0,0
1008729,78.3,Germany,Female,21,25,22.9,18,0.312,1,16,0.761,1,0
1008730,70.5,Spain,Female,40,31,0.5,12,0.765,2,7,0.086,0,0
1008731,84.2,Brazil,Female,24,36,35.6,16,0.258,2,19,0.629,0,1
1008732,44.3,Poland,Male,33,21,52.2,23,0.286,4,27,0.56,0,0
1008733,84.7,United Kingdom,Female,40,10,28.0,18,0.386,3,8,0.439,0,1
1008734,77.7,Poland,Female,57,17,19.7,14,0.344,2,10,0.331,1,0
1008735,28.1,Poland,Male,24,25,3.7,7,0.574,0,9,0.298,0,0
1008736,69.5,Germany,Female,39,10,18.9,17,0.477,3,16,0.275,0,0
1008737,59.5,France,Male,47,15,18.2,17,0.595,4,12,0.383,0,0
1008738,68.4,France,Male,45,8,9.1,13,0.716,2,10,0.09,0,0
1008739,75.7,Poland,Male,33,13,27.0,13,0.284,2,10,0.369,0,0
1008740,50.0,Germany,Female,51,7,0.5,1,0.463,3,4,0.13,0,0
1008741,86.6,United Kingdom,Male,23,12,10.8,17,0.301,2,6,0.842,0,0
1008742,31.5,Poland,Male,34,14,17.1,10,0.758,0,6,0.138,0,0
1008743,47.3,Germany,Male,28,31,44.9,25,0.292,4,23,0.376,0,1
1008744,68.0,Spain,Female,28,15,0.5,6,0.696,2,10,0.179,0,0
1008745,79.2,Germany,Female,40,36,40.2,29,0.348,7,17,0.68,0,0
1008746,57.7,Germany,Female,32,6,7.7,10,0.488,0,4,0.108,0,0
1008747,48.8,Germany,Female,27,24,29.6,12,0.577,0,7,0.24,0,0
1008748,81.2,Poland,Female,44,8,32.0,16,0.729,2,16,0.549,0,0
1008749,63.4,Brazil,Male,27,13,0.5,3,0.643,1,3,0.086,0,0
1008750,82.5,United Kingdom,Female,25,15,31.5,15,0.423,3,14,0.659,0,0
1008751,77.8,Poland,Male,41,21,18.9,16,0.473,2,17,0.366,0,0
1008752,73.5,United Kingdom,Female,20,8,0.5,8,0.804,1,6,0.198,1,0
1008753,64.5,Brazil,Male,33,21,35.2,14,0.528,4,13,0.198,0,0
1008754,65.3,France,Male,33,19,23.0,18,0.528,1,18,0.302,0,0
1008755,87.0,Brazil,Female,43,18,23.5,16,0.216,4,13,0.137,0,1
1008756,72.3,Germany,Male,29,11,52.8,25,0.378,5,22,0.943,0,0
1008757,79.3,Brazil,Female,32,21,23.3,17,0.407,2,14,0.364,0,1
1008758,93.0,Brazil,Female,48,27,17.3,16,0.262,3,11,0.258,0,1
1008759,77.9,United Kingdom,Male,46,10,34.9,19,0.283,1,20,0.527,0,1
1008760,70.3,France,Male,52,12,41.5,24,0.274,5,19,0.645,0,1
1008761,74.3,Brazil,Male,34,35,20.9,20,0.536,2,16,0.513,0,0
1008762,76.6,Poland,Male,36,32,13.5,5,0.67,1,14,0.259,0,0
1008763,71.4,Spain,Female,31,40,46.0,25,0.697,2,24,0.511,0,0
1008764,55.3,France,Female,27,12,13.7,13,0.123,3,8,0.247,1,0
1008765,43.4,France,Male,42,15,8.2,5,0.729,0,7,0.094,1,0
1008766,49.2,Germany,Female,21,9,0.5,11,0.564,0,7,0.13,0,0
1008767,74.1,United Kingdom,Female,22,35,27.6,17,0.659,3,19,0.2,0,0
1008768,92.7,Poland,Female,23,12,43.0,22,0.116,2,20,0.735,0,0
1008769,54.6,United Kingdom,Female,30,25,18.7,11,0.296,0,14,0.171,0,0
1008770,40.9,France,Male,37,19,31.6,15,0.51,1,13,0.503,0,0
1008771,70.1,Germany,Female,22,8,9.4,11,0.442,3,9,0.503,0,0
1008772,78.4,Spain,Female,46,21,26.3,16,0.487,1,13,0.521,0,0
1008773,81.3,Poland,Male,40,20,37.1,19,0.259,3,15,0.773,0,0
1008774,88.6,Brazil,Male,32,16,37.5,21,0.286,1,18,0.866,0,1
1008775,87.5,United Kingdom,Male,30,30,60.7,27,0.359,4,29,0.587,0,1
1008776,63.1,Brazil,Female,20,23,13.7,7,0.387,1,7,0.443,0,1
1008777,52.9,United Kingdom,Male,44,54,36.4,18,0.548,2,16,0.35,0,0
1008778,75.4,Poland,Female,40,24,30.4,17,0.558,5,16,0.716,0,0
1008779,36.8,Spain,Female,20,6,0.5,1,0.852,2,6,0.027,0,0
1008780,70.1,Spain,Female,21,11,34.3,17,0.652,4,12,0.676,0,0
1008781,73.1,Brazil,Female,20,10,34.2,28,0.206,4,13,0.352,0,1
1008782,81.3,Germany,Male,21,14,17.6,15,0.627,0,13,0.114,0,0
1008783,59.5,Spain,Male,32,47,43.8,21,0.338,3,30,0.196,1,0
1008784,71.9,Poland,Female,22,11,37.3,24,0.318,1,22,0.541,0,1
1008785,38.4,United Kingdom,Female,20,8,33.2,15,0.89,0,16,0.704,1,0
1008786,48.2,France,Female,45,9,24.0,18,0.107,5,7,0.13,0,0
1008787,80.3,Poland,Male,25,17,17.4,8,0.573,2,14,0.059,0,0
1008788,52.7,France,Female,32,11,17.5,14,0.569,2,13,0.236,0,1
1008789,78.0,Spain,Male,42,19,44.2,21,0.27,1,13,0.321,0,0
1008790,80.0,France,Male,20,84,15.1,11,0.354,4,11,0.12,0,0
1008791,48.9,United Kingdom,Female,28,16,0.5,1,0.891,2,5,0.065,0,0
1008792,57.2,United Kingdom,Female,20,40,23.8,16,0.589,0,11,0.498,0,0
1008793,98.5,France,Male,25,13,40.1,24,0.16,4,26,0.372,0,0
1008794,77.9,Spain,Female,50,7,44.4,25,0.198,6,23,0.469,0,0
1008795,73.5,Brazil,Male,38,36,14.1,14,0.644,5,10,0.313,0,0
1008796,55.3,Brazil,Male,37,29,0.5,3,0.808,0,11,0.098,0,0
1008797,62.8,United Kingdom,Male,36,7,0.5,3,0.718,0,7,0.196,0,0
1008798,51.3,Spain,Female,20,25,0.5,11,0.163,0,7,0.184,0,0
1008799,63.6,United Kingdom,Female,46,41,24.1,13,0.444,0,9,0.772,0,0
1008800,64.0,United Kingdom,Female,34,10,30.3,21,0.233,8,14,0.214,0,1
1008801,49.0,Poland,Female,49,20,2.9,10,0.754,1,13,0.135,0,0
1008802,55.0,Poland,Female,42,17,30.1,16,0.574,0,15,0.104,0,0
1008803,89.3,United Kingdom,Male,36,12,50.3,25,0.096,5,23,0.659,0,0
1008804,49.5,Spain,Female,51,13,24.3,20,0.382,2,13,0.053,0,0
1008805,80.3,Brazil,Male,41,1,20.8,16,0.324,0,14,0.625,0,1
1008806,61.9,Brazil,Male,34,2,11.4,12,0.609,1,9,0.132,0,0
1008807,34.0,Germany,Male,26,8,16.6,13,0.685,1,10,0.327,0,0
1008808,33.2,United Kingdom,Female,32,7,1.4,11,0.523,2,9,0.131,0,0
1008809,89.8,Poland,Male,26,27,26.5,12,0.326,3,18,0.241,0,1
1008810,72.5,United Kingdom,Male,43,13,14.0,9,0.443,1,6,0.721,1,1
1008811,85.6,Germany,Male,37,25,20.9,18,0.557,3,8,0.45,0,0
1008812,65.3,France,Female,23,13,24.8,15,0.697,4,10,0.236,0,0
1008813,72.5,Poland,Male,26,23,40.6,21,0.302,3,23,0.283,0,0
1008814,84.0,France,Female,28,10,57.0,27,0.276,4,35,0.933,0,1
1008815,72.9,Germany,Female,45,14,7.8,9,0.549,0,6,0.372,0,0
1008816,54.3,Germany,Male,22,25,37.5,17,0.107,1,14,0.154,0,0
1008817,86.3,Poland,Male,22,31,29.4,19,0.298,3,16,0.387,0,0
1008818,78.7,France,Male,33,5,57.7,24,0.688,6,25,0.223,0,0
1008819,82.7,France,Male,35,20,26.2,17,0.382,3,11,0.847,0,0
1008820,71.8,Spain,Female,22,1,30.6,16,0.269,0,16,0.172,1,0
1008821,78.4,France,Male,25,40,30.9,20,0.242,0,21,0.713,0,0
1008822,31.9,France,Female,30,17,35.8,20,0.455,3,13,0.203,0,0
1008823,87.8,France,Male,52,24,52.7,23,0.426,4,20,0.739,0,0
1008824,50.5,Spain,Female,28,14,14.4,14,0.31,0,7,0.372,0,0
1008825,84.7,Brazil,Male,25,8,0.5,15,0.705,0,8,0.218,0,0
1008826,26.9,France,Male,38,15,0.5,12,0.671,1,10,0.1,1,0
1008827,43.7,France,Male,41,38,0.5,7,0.567,1,5,0.268,0,0
1008828,38.6,Germany,Female,25,23,0.5,5,0.573,1,5,0.043,0,0
1008829,85.8,France,Female,27,11,18.0,13,0.898,0,12,0.759,0,0
1008830,48.8,Germany,Female,44,16,0.5,6,0.868,1,8,0.114,0,0
1008831,79.8,Poland,Male,21,42,23.7,26,0.173,2,20,0.489,0,0
1008832,62.6,Poland,Female,21,41,14.7,12,0.377,0,9,0.192,0,0
1008833,55.4,Poland,Male,21,31,20.1,17,0.104,1,12,0.609,0,1
1008834,81.4,Germany,Male,32,38,12.5,13,0.418,1,14,0.573,0,0
1008835,86.9,France,Female,40,27,30.2,20,0.457,1,24,0.397,0,1
1008836,67.6,United Kingdom,Female,25,16,22.7,19,0.564,1,11,0.552,0,1
1008837,66.0,Germany,Female,28,32,14.0,15,0.093,3,8,0.41,0,0
1008838,91.7,Brazil,Male,34,30,34.7,25,0.257,7,19,0.495,0,1
1008839,58.0,Germany,Female,34,16,22.7,14,0.303,2,16,0.256,0,0
1008840,65.5,Poland,Male,41,36,30.9,10,0.307,3,10,0.304,1,0
1008841,55.3,France,Female,36,5,57.6,25,0.319,9,31,0.352,0,0
1008842,85.3,Germany,Female,30,28,17.3,13,0.161,1,11,0.259,0,0
1008843,83.8,Germany,Male,39,10,47.7,24,0.152,1,22,0.314,0,1
1008844,67.7,Germany,Female,32,35,23.2,13,0.795,2,17,0.295,0,0
1008845,76.1,Spain,Male,20,31,19.0,16,0.391,0,13,0.184,0,0
1008846,63.9,United Kingdom,Male,20,12,26.5,15,0.354,3,12,0.594,0,1
1008847,84.1,Poland,Female,31,19,48.4,20,0.1,3,24,0.793,0,0
1008848,57.2,Spain,Female,42,23,25.4,12,0.189,1,13,0.532,0,0
1008849,84.0,France,Male,24,16,51.8,29,0.744,4,38,0.269,0,1
1008850,51.7,Poland,Male,30,11,0.5,4,0.577,1,10,0.007,0,0
1008851,47.6,Poland,Female,40,7,42.4,18,0.209,2,16,0.526,0,1
1008852,82.9,Germany,Female,44,17,8.4,5,0.36,3,7,0.3,0,0
1008853,50.8,Spain,Male,22,16,24.7,18,0.33,3,14,0.15,0,0
1008854,61.4,Brazil,Male,31,29,41.3,21,0.393,0,20,0.55,0,0
1008855,90.0,Germany,Female,51,15,22.6,12,0.565,1,13,0.206,0,0
1008856,32.9,France,Female,46,18,0.5,5,0.667,1,7,0.275,0,0
1008857,80.1,Spain,Female,34,4,13.9,13,0.262,4,11,0.096,0,0
1008858,64.0,Poland,Male,45,20,25.5,15,0.537,2,11,0.429,0,0
1008859,73.9,United Kingdom,Female,38,5,30.9,22,0.738,4,20,0.807,1,0
1008860,58.9,Poland,Female,24,1,25.6,12,0.377,2,6,0.504,1,0
1008861,53.9,Spain,Male,21,11,28.0,16,0.178,2,11,0.144,0,1
1008862,90.3,Poland,Female,34,22,38.3,23,0.128,4,13,0.504,0,0
1008863,69.5,Spain,Male,36,21,20.5,13,0.422,1,6,0.431,0,0
1008864,60.1,United Kingdom,Female,27,9,40.2,19,0.433,1,14,0.513,0,0
1008865,88.0,France,Female,32,12,43.6,19,0.356,5,24,0.176,0,0
1008866,70.5,Poland,Female,26,23,48.6,23,0.427,3,24,0.412,0,0
1008867,64.1,Germany,Male,20,13,27.2,20,0.775,2,18,0.362,0,1
1008868,96.9,United Kingdom,Female,41,12,40.2,22,0.567,4,16,0.387,0,1
1008869,53.6,France,Female,27,10,20.7,21,0.281,3,13,0.34,0,1
1008870,56.2,Spain,Male,23,51,13.0,20,0.13,2,12,0.398,0,0
1008871,58.9,Poland,Male,38,4,19.9,19,0.702,1,13,0.549,0,0
1008872,79.7,Brazil,Female,32,35,7.1,13,0.496,1,8,0.583,1,0
1008873,78.9,Brazil,Male,21,34,27.3,15,0.438,1,14,0.447,0,1
1008874,73.4,Spain,Female,25,19,35.2,16,0.517,3,17,0.261,0,0
1008875,33.5,Brazil,Male,28,11,12.9,10,0.524,1,12,0.126,0,0
1008876,34.9,United Kingdom,Male,31,13,25.2,16,0.493,1,11,0.476,0,0
1008877,65.6,Brazil,Male,21,11,27.6,16,0.758,2,15,0.219,0,0
1008878,88.6,Germany,Male,27,4,33.8,14,0.268,3,14,0.68,0,1
1008879,43.5,Poland,Male,29,1,14.2,19,0.323,2,12,0.618,0,0
1008880,41.7,United Kingdom,Female,31,29,3.3,10,0.205,0,8,0.15,1,0
1008881,96.6,Germany,Female,41,29,38.4,21,0.281,2,18,0.449,0,1
1008882,61.1,Brazil,Female,21,22,6.1,7,0.637,1,5,0.172,0,0
1008883,81.3,Spain,Female,25,36,70.8,30,0.512,12,43,0.625,0,1
1008884,39.7,Brazil,Male,58,35,0.5,1,0.646,0,5,0.164,0,0
1008885,50.5,Spain,Male,47,25,31.0,19,0.495,3,14,0.603,0,0
1008886,87.7,Poland,Male,50,24,46.0,23,0.303,4,21,0.544,0,0
1008887,93.8,Spain,Female,49,10,44.6,24,0.164,9,25,0.358,0,0
1008888,52.2,Spain,Female,49,7,25.8,13,0.373,1,2,0.332,0,0
1008889,78.7,Germany,Female,59,12,31.8,21,0.306,1,20,0.783,0,0
1008890,52.2,United Kingdom,Female,22,13,42.9,21,0.493,3,21,0.393,0,0
1008891,42.8,United Kingdom,Female,35,18,0.5,2,0.805,3,3,0.153,0,1
1008892,63.0,Poland,Male,20,6,6.2,8,0.559,0,8,0.419,0,0
1008893,65.5,Spain,Male,28,29,19.0,6,0.756,1,11,0.076,0,0
1008894,31.9,Germany,Female,27,20,8.8,10,0.725,1,10,0.152,0,0
1008895,63.9,United Kingdom,Female,27,3,58.7,27,0.049,7,37,0.835,0,0
1008896,83.5,France,Female,45,26,50.2,27,0.237,4,32,0.76,0,0
1008897,67.0,United Kingdom,Male,26,20,42.4,18,0.549,4,21,0.743,0,0
1008898,73.2,Brazil,Female,25,50,43.2,24,0.144,3,24,0.845,0,1
1008899,52.9,Spain,Female,39,17,49.8,20,0.462,1,19,0.346,0,1
1008900,62.1,France,Male,40,5,27.6,15,0.4,2,14,0.362,0,0
1008901,56.5,Brazil,Male,27,9,6.8,13,0.56,0,11,0.24,0,0
1008902,94.7,Poland,Female,27,25,38.3,25,0.147,4,13,0.627,0,0
1008903,95.3,France,Female,25,4,49.8,25,0.512,2,25,0.777,0,0
1008904,80.6,Germany,Male,24,14,55.1,28,0.184,4,35,0.701,0,0
1008905,84.5,Germany,Female,54,22,24.1,18,0.566,2,19,0.197,0,0
1008906,67.2,France,Male,49,6,12.4,15,0.31,2,7,0.363,0,0
1008907,38.8,Poland,Female,23,6,35.9,24,0.373,2,19,0.156,0,0
1008908,15.7,Spain,Male,21,16,6.6,11,0.198,4,16,0.355,0,0
1008909,25.9,Germany,Female,36,11,4.4,10,0.816,0,3,0.145,0,0
1008910,39.1,Brazil,Male,25,6,14.1,12,0.18,0,10,0.145,0,0
1008911,86.3,Spain,Female,49,4,53.0,21,0.245,7,24,0.705,0,0
1008912,80.7,United Kingdom,Male,42,20,8.9,13,0.542,3,10,0.507,0,0
1008913,65.1,United Kingdom,Male,28,7,35.2,17,0.36,2,22,0.635,0,0
1008914,71.9,United Kingdom,Male,38,40,0.5,5,0.563,0,9,0.141,0,0
1008915,39.0,Germany,Female,44,26,13.7,7,0.738,2,9,0.367,0,0
1008916,94.3,Germany,Male,28,4,17.9,12,0.498,4,9,0.804,0,0
1008917,72.7,Poland,Female,39,23,0.5,8,0.734,0,6,0.186,0,0
1008918,69.8,France,Female,22,15,28.5,22,0.521,2,18,0.221,0,1
1008919,53.7,France,Female,21,37,15.4,9,0.625,1,9,0.14,0,0
1008920,46.3,Spain,Male,38,16,35.9,19,0.302,2,16,0.249,0,0
1008921,79.6,France,Male,38,4,39.7,26,0.12,6,23,0.269,0,1
1008922,89.6,France,Female,22,18,24.7,20,0.372,2,16,0.705,0,1
1008923,42.6,France,Male,23,43,16.5,17,0.612,0,5,0.592,0,0
1008924,80.3,Poland,Male,34,4,31.3,24,0.217,7,25,0.831,0,0
1008925,39.8,Germany,Male,24,18,23.2,17,0.689,1,12,0.16,0,0
1008926,93.2,France,Female,29,36,22.2,17,0.583,4,18,0.252,0,0
1008927,83.5,United Kingdom,Male,47,5,42.6,24,0.363,6,21,0.073,0,0
